+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78
44    11.18    5.831    23.345    67.417    91.285    32.14    61.587    46.065    34.713    84.077    56.4    49.041    41.231    87.464    88.865    39.623    55.154    5.0    57.385    86.331    76.158    2.236    36.797    41.11    3.606    54.672    43.105    25.02    85.907    40.025    35.355    54.644    49.649    89.538    42.638    97.719    98.473    36.674    3.162    85.615    49.244    87.321    51.624    0         42.107    45.967    50.606    24.187    86.925    29.155    82.462    40.361    3.606    63.53    76.322    90.758    7.071    38.275    2.828    97.862    57.385    83.006    66.851    29.069    56.143    29.428    56.639    1.414    70.0    1.0    38.471    36.797    4.243    52.839    85.493    34.928    49.244    40.112    
45    32.062    37.483    42.942    89.196    80.1    53.535    49.82    73.573    70.88    72.111    31.145    7.071    77.492    78.518    67.469    74.947    36.125    38.0    35.014    75.166    98.351    40.2    72.422    1.0    39.319    32.0    1.0    48.301    75.24    62.426    56.859    84.22    76.851    81.744    78.746    90.796    79.246    59.076    41.0    76.531    10.0    65.513    34.525    42.107    0         79.85    86.649    49.659    77.414    51.971    73.682    74.095    39.319    30.414    97.591    84.012    47.043    64.14    40.012    88.204    40.2    74.813    61.4    51.108    14.036    53.712    39.205    43.046    41.437    42.048    59.405    72.422    39.0    80.455    75.326    58.83    77.175    2.0    
46    50.478    51.624    37.363    31.048    86.023    29.017    67.72    13.601    11.662    81.633    77.006    86.729    7.0    80.802    95.079    6.708    71.253    46.861    75.166    82.377    37.054    48.083    9.434    78.924    49.497    74.027    80.777    32.016    81.541    23.77    27.074    12.042    14.213    81.056    6.083    86.279    100.24    25.179    44.598    79.63    82.97    94.34    68.118    45.967    79.85    0         8.246    30.364    81.025    29.275    77.104    5.831    49.497    88.051    38.21    80.808    38.897    19.235    46.011    89.376    70.711    76.844    63.953    30.265    92.655    27.295    70.576    44.553    88.459    45.255    26.476    9.434    46.098    14.318    80.709    24.021    12.806    78.0    
47    56.356    56.4    44.721    35.777    93.744    37.014    75.961    21.471    16.125    89.554    85.053    93.606    9.434    88.482    103.247    11.705    79.404    52.154    83.295    90.211    40.262    52.802    14.318    85.703    54.203    82.098    87.596    39.459    89.359    32.016    35.228    16.643    21.401    88.6    8.062    93.509    108.24    33.377    49.649    87.367    90.244    102.528    76.236    50.606    86.649    8.246    0         37.656    88.752    37.054    84.906    13.038    54.203    96.005    41.761    88.238    43.6    27.459    51.039    96.83    78.918    84.599    72.014    38.053    99.725    35.057    78.772    49.204    96.628    50.0    34.713    14.318    51.313    20.518    88.51    32.14    20.0    84.758    
48    23.022    28.16    7.071    44.294    71.847    8.0    45.607    24.759    23.022    65.437    49.031    56.462    29.069    67.417    74.202    26.173    44.598    22.136    48.083    67.201    53.339    25.495    24.021    48.754    26.683    46.325    50.567    2.236    66.611    16.155    11.18    35.0    28.284    68.964    30.15    76.485    82.037    12.649    21.378    65.734    52.631    73.007    41.11    24.187    49.659    30.364    37.656    0         67.119    5.0    62.682    24.739    26.683    59.304    53.235    69.771    19.105    15.62    22.561    77.524    45.188    62.968    47.202    5.099    62.298    5.385    44.777    23.087    61.685    23.195    14.318    24.021    21.84    31.828    66.03    11.18    28.32    47.854    
49    78.746    87.92    64.413    60.44    5.0    60.605    28.018    67.424    82.759    6.403    47.297    79.429    85.276    1.414    24.597    82.329    41.304    82.638    42.953    3.606    64.777    87.092    82.134    77.318    87.664    45.706    77.524    65.192    2.828    59.414    59.548    73.824    67.417    5.0    85.428    13.601    22.023    60.141    83.774    1.414    70.406    25.554    43.046    86.925    77.414    81.025    88.752    67.119    0         63.008    4.472    78.873    87.664    54.626    62.65    7.81    84.534    64.382    84.309    11.18    37.216    4.243    20.125    62.426    79.12    64.203    38.21    86.406    43.909    86.006    58.0    82.134    83.006    68.964    2.236    62.29    68.797    77.233    
50    27.295    32.985    9.22    39.962    67.801    3.0    42.72    21.633    23.77    61.62    48.26    58.592    29.155    63.246    71.281    26.077    43.174    26.926    46.872    63.253    49.092    30.414    24.331    51.108    31.575    45.398    52.839    4.472    62.626    11.662    6.325    32.249    25.0    64.661    30.067    72.007    78.645    8.062    26.306    61.612    54.083    70.178    39.812    29.155    51.971    29.275    37.054    5.0    63.008    0         58.6    24.021    31.575    59.008    48.877    65.368    24.083    12.207    27.459    73.246    43.324    58.822    43.278    1.0    64.078    2.0    43.012    28.071    60.415    28.16    9.487    24.331    26.683    28.601    62.008    7.071    25.239    50.249    
51    74.33    83.487    59.942    57.489    9.22    56.223    24.021    63.514    78.568    6.083    43.966    75.928    81.216    5.099    25.0    78.243    37.656    78.186    39.56    5.385    62.29    82.638    77.987    73.553    83.217    42.202    73.824    60.745    4.472    55.227    55.227    70.214    63.632    8.062    81.4    17.117    24.515    55.866    79.31    3.162    66.94    25.632    39.205    82.462    73.682    77.104    84.906    62.682    4.472    58.6    0         74.813    83.217    51.884    60.208    10.44    80.062    60.208    79.85    15.524    33.541    1.414    15.652    58.009    75.895    59.816    34.525    81.939    41.617    81.541    53.74    77.987    78.549    65.299    3.606    58.0    65.0    73.437    
52    44.654    45.967    31.78    33.136    83.869    24.083    63.906    12.53    7.071    79.057    72.111    80.994    6.403    78.746    91.706    3.606    66.611    41.11    70.456    80.0    40.112    42.45    5.0    73.164    43.863    69.181    75.027    26.476    79.202    20.125    22.561    15.524    14.56    79.246    6.708    84.959    97.417    20.881    38.897    77.466    77.369    90.874    63.388    40.361    74.095    5.831    13.038    24.739    78.873    24.021    74.813    0         43.863    83.0    41.012    79.196    33.302    15.232    40.311    87.693    66.287    74.653    61.057    25.02    86.977    22.023    66.098    38.949    83.863    39.623    22.472    5.0    40.361    16.031    78.409    19.416    13.342    72.236    
53    9.899    2.236    25.02    70.385    91.924    34.525    61.774    49.244    38.288    84.581    55.317    46.174    44.822    88.255    88.6    43.186    54.562    5.099    56.569    86.925    79.202    1.414    40.361    38.328    0.0    53.759    40.311    27.295    86.539    42.72    37.855    58.009    52.839    90.443    46.228    98.762    98.478    39.294    5.385    86.377    46.84    87.006    51.088    3.606    39.319    49.497    54.203    26.683    87.664    31.575    83.217    43.863    0         61.911    79.31    91.761    10.63    41.231    4.123    98.681    57.009    83.815    67.676    31.401    53.339    32.016    56.223    5.0    68.884    4.243    41.0    40.361    5.0    56.08    86.163    37.643    52.479    37.336    
54    52.355    60.745    52.469    86.539    55.973    59.034    31.828    77.782    82.298    48.466    11.705    28.862    88.091    55.946    39.0    85.053    19.235    58.592    15.264    51.624    94.847    62.266    83.15    30.887    61.911    14.866    29.967    57.219    52.0    65.62    61.205    88.284    80.231    59.506    89.051    68.154    51.0    63.285    61.27    54.129    20.616    37.0    21.19    63.53    30.414    88.051    96.005    59.304    54.626    59.008    51.884    83.0    61.911    0         93.472    62.169    65.924    69.26    60.828    64.195    22.204    53.235    44.553    58.009    26.0    61.008    21.633    63.953    12.0    63.063    62.514    83.15    59.481    83.546    52.393    64.125    81.049    31.385    
55    76.158    81.025    57.689    8.944    67.082    46.325    63.891    30.806    48.042    66.121    81.841    103.392    45.177    61.814    84.024    44.011    74.25    75.153    78.294    65.376    2.236    78.0    46.011    96.876    79.31    78.715    98.311    53.339    64.382    37.216    42.72    26.173    27.459    60.415    44.283    62.032    84.593    40.817    73.926    61.522    96.83    84.095    72.471    76.322    97.591    38.21    41.761    53.235    62.65    48.877    60.208    41.012    79.31    93.472    0         58.941    69.893    38.079    75.24    67.052    71.694    59.304    53.759    49.396    107.448    47.885    72.09    75.027    88.865    75.392    39.661    46.011    74.733    25.08    63.388    42.059    28.284    96.167    
56    83.199    92.179    67.779    57.775    9.487    62.769    34.234    67.268    83.63    14.213    54.406    86.348    85.563    6.403    31.906    82.735    48.052    86.683    50.0    11.314    61.131    91.093    82.807    83.863    91.761    52.631    84.172    67.978    10.63    60.44    61.294    72.67    66.843    2.828    85.586    7.071    27.459    61.612    87.596    8.062    77.369    33.015    49.497    90.758    84.012    80.808    88.238    69.771    7.81    65.368    10.44    79.196    91.761    62.169    58.941    0         87.846    65.299    88.233    8.602    43.932    9.22    24.331    64.885    86.331    66.37    44.911    90.139    51.624    89.811    59.405    82.807    86.977    68.007    10.0    63.82    68.25    83.726    
57    15.0    12.806    20.125    61.033    89.067    27.074    60.44    39.395    27.659    82.152    57.801    54.083    34.205    84.971    88.414    32.558    55.606    9.22    58.249    84.22    69.642    9.22    29.732    46.043    10.63    55.758    48.042    20.396    83.726    34.234    30.0    47.707    42.953    86.816    35.609    94.705    97.453    31.064    6.325    83.187    53.339    86.977    52.01    7.071    47.043    38.897    43.6    19.105    84.534    24.083    80.062    33.302    10.63    65.924    69.893    87.846    0         32.016    7.616    95.273    57.385    80.498    64.413    24.187    61.008    24.0    56.727    5.657    71.344    6.403    33.015    29.732    8.246    46.065    83.241    29.155    42.485    45.044    
58    38.601    42.953    21.401    29.155    69.354    10.77    48.703    9.434    18.385    64.203    58.034    70.711    21.471    64.351    76.485    18.358    52.086    37.121    56.036    65.299    38.013    39.925    17.804    63.285    41.231    55.009    65.0    16.279    64.537    5.0    8.062    20.125    12.806    65.115    21.932    71.4    82.377    6.0    35.847    62.968    65.924    75.644    49.01    38.275    64.14    19.235    27.459    15.62    64.382    12.207    60.208    15.232    41.231    69.26    38.079    65.299    32.016    0         37.162    73.661    51.478    60.141    46.043    13.038    76.059    10.63    51.352    37.0    69.26    37.336    7.28    17.804    36.674    16.401    63.781    5.385    13.038    62.434    
59    8.544    5.831    21.095    66.31    88.64    30.414    58.83    45.277    35.0    81.394    53.6    47.0    41.617    84.865    86.052    39.825    52.326    2.236    54.562    83.672    75.153    3.0    37.014    39.013    4.123    51.856    41.012    23.195    83.259    38.601    33.734    54.203    48.877    86.977    43.012    95.21    95.692    35.171    1.414    83.006    46.872    84.504    48.795    2.828    40.012    46.011    51.039    22.561    84.309    27.459    79.85    40.311    4.123    60.828    75.24    88.233    7.616    37.162    0         95.273    54.562    80.411    64.257    27.295    54.037    27.893    53.814    3.162    67.201    2.236    36.878    37.014    1.414    52.154    82.855    33.526    48.549    38.013    
60    89.844    98.98    75.153    66.212    8.246    70.725    39.115    75.822    92.022    16.125    57.706    89.944    94.069    10.44    29.732    91.22    52.086    93.638    53.46    13.038    69.26    98.082    91.241    88.142    98.681    56.321    88.278    75.664    13.0    68.768    69.405    81.271    75.432    8.602    94.112    6.325    22.361    69.814    94.705    12.369    80.895    31.241    54.0    97.862    88.204    89.376    96.83    77.524    11.18    73.246    15.524    87.693    98.681    64.195    67.052    8.602    95.273    73.661    95.273    0         48.042    14.866    31.016    72.719    89.269    74.33    49.041    97.309    52.924    96.933    67.624    91.241    93.984    76.609    13.038    72.007    76.837    88.091    
61    47.202    56.613    39.446    65.146    40.0    42.45    10.296    59.034    67.052    32.0    11.402    42.45    72.035    38.328    31.623    68.884    4.123    52.498    7.071    35.014    73.164    56.851    67.446    40.112    57.009    8.944    40.311    42.953    35.057    47.17    43.738    69.029    61.008    41.593    72.78    50.636    42.048    45.541    54.489    36.346    33.526    30.0    6.325    57.385    40.2    70.711    78.918    45.188    37.216    43.324    33.541    66.287    57.009    22.204    71.694    43.932    57.385    51.478    54.562    48.042    0         34.713    23.022    42.379    42.953    45.222    1.0    57.315    18.028    56.639    44.283    67.446    53.151    64.07    35.128    46.872    62.0    40.05    
62    75.0    84.119    60.374    56.754    9.22    56.4    25.08    63.246    78.518    7.28    45.222    77.13    81.056    4.472    26.249    78.102    38.833    78.772    40.804    6.083    61.4    83.217    77.897    74.673    83.815    43.417    74.967    61.057    5.099    55.172    55.317    69.771    63.285    7.0    81.216    16.031    25.318    55.902    79.85    2.828    68.154    26.926    40.311    83.006    74.813    76.844    84.599    62.968    4.243    58.822    1.414    74.653    83.815    53.235    59.304    9.22    80.498    60.141    80.411    14.866    34.713    0         16.155    58.249    77.162    60.0    35.693    82.462    43.012    82.079    53.759    77.897    79.12    64.885    4.123    58.052    64.661    74.545    
63    58.941    68.007    44.294    49.01    24.698    41.037    12.806    50.567    64.203    18.385    34.409    64.622    67.417    20.616    31.78    64.351    26.926    62.626    30.0    20.0    55.579    67.067    63.82    61.131    67.676    31.906    61.685    45.222    19.416    41.049    40.361    58.523    51.264    22.804    67.742    31.401    36.359    41.231    63.695    18.788    55.946    31.401    27.313    66.851    61.4    63.953    72.014    47.202    20.125    43.278    15.652    61.057    67.676    44.553    53.759    24.331    64.413    46.043    64.257    31.016    23.022    16.155    0         42.638    65.765    44.598    23.854    66.31    36.892    65.924    39.205    63.82    62.968    53.451    18.868    43.278    52.555    60.877    
64    26.833    32.757    8.485    40.497    67.201    3.162    41.881    22.472    24.739    60.959    47.265    57.706    30.15    62.682    70.456    27.074    42.202    26.683    45.891    62.626    49.649    30.265    25.318    50.249    31.401    44.407    51.971    4.123    62.008    12.207    6.708    33.121    25.807    64.14    31.064    71.554    77.897    8.602    26.173    61.033    53.141    69.34    38.833    29.069    51.108    30.265    38.053    5.099    62.426    1.0    58.009    25.02    31.401    58.009    49.396    64.885    24.187    13.038    27.295    72.719    42.379    58.249    42.638    0         63.159    3.0    42.059    28.018    59.439    28.071    9.849    25.318    26.476    29.411    61.4    7.81    26.077    49.396    
65    46.011    51.478    55.362    99.403    81.025    65.307    53.226    85.428    84.172    73.246    31.953    7.28    90.708    80.362    65.0    88.057    38.91    52.01    36.401    76.4    108.407    54.231    85.615    15.033    53.339    34.015    13.038    60.745    76.655    73.824    68.425    96.177    88.549    83.815    91.924    92.72    77.0    70.661    55.009    78.447    10.63    63.0    38.588    56.143    14.036    92.655    99.725    62.298    79.12    64.078    75.895    86.977    53.339    26.0    107.448    86.331    61.008    76.059    54.037    89.269    42.953    77.162    65.765    63.159    0         65.924    42.048    57.079    38.0    56.08    70.711    85.615    53.009    92.13    76.922    70.682    89.0    16.031    
66    28.302    33.526    10.817    38.949    69.029    3.606    44.418    20.0    21.84    62.968    50.249    60.374    27.166    64.405    72.945    24.083    45.122    27.514    48.836    64.537    48.021    30.806    22.361    52.839    32.016    47.381    54.589    5.657    63.891    10.77    6.0    30.529    23.431    65.734    28.071    72.945    80.156    7.28    26.683    62.801    55.973    71.868    41.773    29.428    53.712    27.295    35.057    5.385    64.203    2.0    59.816    22.023    32.016    61.008    47.885    66.37    24.0    10.63    27.893    74.33    45.222    60.0    44.598    3.0    65.924    0         44.922    28.284    62.37    28.443    9.055    22.361    27.203    27.019    63.253    5.831    23.601    51.971    
67    46.4    55.803    38.949    65.46    41.0    42.202    11.18    59.008    66.761    33.0    10.63    41.485    71.805    39.319    32.45    68.659    3.162    51.74    6.403    36.014    73.539    56.08    67.186    39.115    56.223    8.062    39.319    42.544    36.056    47.096    43.566    69.065    61.033    42.579    72.567    51.624    42.953    45.398    53.759    37.336    32.573    30.806    5.385    56.639    39.205    70.576    78.772    44.777    38.21    43.012    34.525    66.098    56.223    21.633    72.09    44.911    56.727    51.352    53.814    49.041    1.0    35.693    23.854    42.059    42.048    44.922    0         56.586    18.0    55.902    44.181    67.186    52.402    64.125    36.125    46.69    62.008    39.051    
68    11.705    7.211    22.561    66.129    90.802    31.064    61.294    44.721    33.302    83.648    56.613    50.01    39.825    86.925    88.73    38.21    55.172    5.385    57.489    85.866    74.847    3.606    35.384    42.048    5.0    54.818    44.045    24.0    85.428    38.833    34.234    53.254    48.301    88.955    41.231    97.082    98.229    35.511    2.828    85.088    50.01    87.207    51.624    1.414    43.046    44.553    49.204    23.087    86.406    28.071    81.939    38.949    5.0    63.953    75.027    90.139    5.657    37.0    3.162    97.309    57.315    82.462    66.31    28.018    57.079    28.284    56.586    0         70.214    1.0    37.336    35.384    4.472    51.478    85.0    33.734    47.885    41.049    
69    59.034    68.015    55.362    82.71    44.777    59.841    25.08    77.006    84.172    37.59    13.601    40.608    89.443    45.277    27.0    86.313    17.263    65.0    13.601    40.706    90.443    69.029    84.723    41.785    68.884    15.652    41.11    59.481    41.183    65.069    61.4    87.052    79.025    48.877    90.255    57.245    39.0    63.285    67.424    43.566    32.016    25.0    20.616    70.0    41.437    88.459    96.628    61.685    43.909    60.415    41.617    83.863    68.884    12.0    88.865    51.624    71.344    69.26    67.201    52.924    18.028    43.012    36.892    59.439    38.0    62.37    18.0    70.214    0         69.405    62.129    84.723    65.803    82.098    41.677    64.498    80.006    42.154    
70    10.77    6.403    22.361    66.483    90.377    31.145    60.745    45.177    34.059    83.187    55.803    49.01    40.608    86.539    88.091    38.949    54.452    4.472    56.727    85.428    75.24    2.828    36.125    41.049    4.243    54.037    43.046    24.021    85.0    39.051    34.366    53.824    48.765    88.6    42.012    96.768    97.652    35.693    2.236    84.694    49.031    86.556    50.912    1.0    42.048    45.255    50.0    23.195    86.006    28.16    81.541    39.623    4.243    63.063    75.392    89.811    6.403    37.336    2.236    96.933    56.639    82.079    65.924    28.071    56.08    28.443    55.902    1.0    69.405    0         37.483    36.125    3.606    51.971    84.581    33.956    48.374    40.05    
71    36.674    42.45    18.028    30.806    62.936    6.708    41.437    15.297    25.0    57.489    51.157    65.734    28.636    58.052    69.318    25.495    45.011    36.401    49.0    58.728    40.0    39.812    24.698    58.6    41.0    48.094    60.216    13.928    58.0    3.162    3.162    25.962    18.028    59.034    29.155    65.734    75.452    2.236    35.693    56.586    60.374    68.447    42.012    38.471    59.405    26.476    34.713    14.318    58.0    9.487    53.74    22.472    41.0    62.514    39.661    59.405    33.015    7.28    36.878    67.624    44.283    53.759    39.205    9.849    70.711    9.055    44.181    37.336    62.129    37.483    0         24.698    36.139    21.541    57.28    4.472    18.682    57.801    
72    42.059    42.521    31.064    38.118    87.115    25.0    65.795    17.088    2.236    82.006    72.56    79.404    5.099    82.073    93.941    2.828    67.469    38.013    71.197    83.096    45.1    38.949    0.0    71.47    40.361    69.721    73.376    26.0    82.329    22.804    24.166    20.396    19.416    82.735    6.325    88.73    100.125    22.825    35.609    80.722    76.295    93.022    64.133    36.797    72.422    9.434    14.318    24.021    82.134    24.331    77.987    5.0    40.361    83.15    46.011    82.807    29.732    17.804    37.014    91.241    67.446    77.897    63.82    25.318    85.615    22.361    67.186    35.384    84.723    36.125    24.698    0         37.202    21.024    81.566    21.024    18.248    70.52    
73    7.28    6.325    20.025    65.795    87.321    29.614    57.454    44.944    35.228    80.056    52.202    46.011    41.881    83.57    84.646    40.0    50.912    1.0    53.151    82.347    74.686    4.123    37.202    38.0    5.0    50.448    40.0    22.361    81.939    37.947    32.985    54.037    48.549    85.703    43.267    93.963    94.303    34.482    2.0    81.707    45.706    83.096    47.381    4.243    39.0    46.098    51.313    21.84    83.006    26.683    78.549    40.361    5.0    59.481    74.733    86.977    8.246    36.674    1.414    93.984    53.151    79.12    62.968    26.476    53.009    27.203    52.402    4.472    65.803    3.606    36.139    37.202    0         51.865    81.541    32.894    48.26    37.0    
74    54.562    57.983    37.802    17.117    73.926    26.926    59.304    7.071    23.0    70.264    72.007    86.954    20.881    68.6    85.165    19.235    65.376    52.431    69.462    70.661    24.331    54.708    21.024    79.612    56.08    68.884    81.302    32.65    69.771    18.385    23.707    5.099    3.606    68.505    20.248    73.11    89.157    21.471    50.774    67.602    81.86    84.646    62.65    52.839    80.455    14.318    20.518    31.828    68.964    28.601    65.299    16.031    56.08    83.546    25.08    68.007    46.065    16.401    52.154    76.609    64.07    64.885    53.451    29.411    92.13    27.019    64.125    51.478    82.098    51.971    21.541    21.024    51.865    0         68.884    21.633    3.606    78.772    
75    77.162    86.377    63.135    60.877    5.831    59.666    26.077    67.119    82.134    4.243    45.122    77.279    84.812    3.606    22.847    81.835    39.205    81.154    40.792    2.0    65.49    85.615    81.566    75.24    86.163    43.566    75.425    64.07    1.0    58.796    58.728    73.79    67.231    7.211    85.0    15.811    21.213    59.397    82.347    2.236    68.25    23.707    41.012    85.493    75.326    80.709    88.51    66.03    2.236    62.008    3.606    78.409    86.163    52.393    63.388    10.0    83.241    63.781    82.855    13.038    35.128    4.123    18.868    61.4    76.922    63.253    36.125    85.0    41.677    84.581    57.28    81.566    81.541    68.884    0         61.522    68.6    75.166    
76    34.132    39.217    16.279    33.121    67.209    5.385    44.777    14.765    21.095    61.62    53.0    65.368    25.298    62.37    72.945    22.136    47.265    33.242    51.157    62.936    42.19    36.401    21.024    57.983    37.643    50.01    59.682    11.402    62.225    5.099    3.162    25.495    18.028    63.411    25.962    70.178    79.404    2.236    32.28    60.877    60.539    72.007    44.102    34.928    58.83    24.021    32.14    11.18    62.29    7.071    58.0    19.416    37.643    64.125    42.059    63.82    29.155    5.385    33.526    72.007    46.872    58.052    43.278    7.81    70.682    5.831    46.69    33.734    64.498    33.956    4.472    21.024    32.894    21.633    61.522    0         18.358    57.14    
77    50.99    54.378    34.409    20.0    73.783    23.707    57.706    3.606    20.1    69.771    69.584    83.726    18.788    68.505    84.119    16.763    63.127    48.826    67.186    70.328    27.659    51.108    18.248    76.322    52.479    66.483    78.032    29.206    69.462    15.524    20.616    7.28    1.414    68.6    18.358    73.593    88.566    18.385    47.17    67.417    78.791    83.522    60.299    49.244    77.175    12.806    20.0    28.32    68.797    25.239    65.0    13.342    52.479    81.049    28.284    68.25    42.485    13.038    48.549    76.837    62.0    64.661    52.555    26.077    89.0    23.601    62.008    47.885    80.006    48.374    18.682    18.248    48.26    3.606    68.6    18.358    0         75.472    
78    30.067    35.511    41.183    87.727    80.025    51.865    49.497    71.868    68.964    72.028    31.401    9.055    75.584    78.313    67.912    73.055    36.014    36.0    35.128    75.06    96.897    38.21    70.52    1.0    37.336    32.062    3.0    46.53    75.107    60.803    55.218    82.492    75.166    81.498    76.844    90.554    79.624    57.428    39.0    76.322    11.314    65.97    34.234    40.112    2.0    78.0    84.758    47.854    77.233    50.249    73.437    72.236    37.336    31.385    96.167    83.726    45.044    62.434    38.013    88.091    40.05    74.545    60.877    49.396    16.031    51.971    39.051    41.049    42.154    40.05    57.801    70.52    37.0    78.772    75.166    57.14    75.472    0         


Demandas:
1: 0.0
2: 14.0
3: 17.0
4: 17.0
5: 16.0
6: 19.0
7: 17.0
8: 5.0
9: 12.0
10: 4.0
11: 2.0
12: 2.0
13: 26.0
14: 2.0
15: 7.0
16: 18.0
17: 6.0
18: 6.0
19: 18.0
20: 2.0
21: 14.0
22: 5.0
23: 9.0
24: 4.0
25: 3.0
26: 15.0
27: 4.0
28: 23.0
29: 7.0
30: 21.0
31: 4.0
32: 1.0
33: 6.0
34: 16.0
35: 4.0
36: 20.0
37: 5.0
38: 14.0
39: 14.0
40: 26.0
41: 5.0
42: 2.0
43: 14.0
44: 11.0
45: 21.0
46: 20.0
47: 18.0
48: 2.0
49: 19.0
50: 12.0
51: 22.0
52: 14.0
53: 23.0
54: 25.0
55: 8.0
56: 3.0
57: 9.0
58: 21.0
59: 3.0
60: 22.0
61: 6.0
62: 2.0
63: 22.0
64: 20.0
65: 5.0
66: 13.0
67: 6.0
68: 14.0
69: 16.0
70: 12.0
71: 23.0
72: 5.0
73: 12.0
74: 15.0
75: 21.0
76: 4.0
77: 23.0
78: 19.0
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ SOLUCION INICIAL +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

Ruta #1: [1, 18, 73, 59, 39, 70, 44, 68, 22, 25, 2]
Costo asociado: 31.493000000000002      Capacidad: 94.0

Ruta #2: [1, 53, 57, 48, 28, 64, 50, 31, 76]
Costo asociado: 90.612      Capacidad: 97.0

Ruta #3: [1, 3, 66, 6, 38, 71, 8, 33]
Costo asociado: 111.281      Capacidad: 97.0

Ruta #4: [1, 78, 24, 45, 27, 12, 65, 41, 54, 11, 17, 67]
Costo asociado: 146.75300000000001      Capacidad: 99.0

Ruta #5: [1, 58, 30, 77, 74, 32, 52]
Costo asociado: 128.008      Capacidad: 95.0

Ruta #6: [1, 9, 23, 72, 16, 13, 35, 46]
Costo asociado: 106.45      Capacidad: 94.0

Ruta #7: [1, 43, 26, 19, 61, 7, 63, 62]
Costo asociado: 172.046      Capacidad: 94.0

Ruta #8: [1, 47, 4, 55, 21, 56, 34, 14, 49]
Costo asociado: 251.038      Capacidad: 97.0

Ruta #9: [1, 69, 42, 15, 37, 5, 20, 29, 75, 51]
Costo asociado: 201.18      Capacidad: 98.0

Ruta #10: [1, 10, 40, 60, 36]
Costo asociado: 190.733      Capacidad: 72.0

--> Costo total: 1429.594          Capacidad total: 937.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 2  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Ruta #1: [1, 18, 73, 59, 39, 70, 44, 68, 22, 25, 2]
Costo asociado: 31.493000000000002      Capacidad: 94.0

Ruta #2: [1, 53, 57, 48, 28, 64, 50, 31, 76]
Costo asociado: 90.612      Capacidad: 97.0

Ruta #3: [1, 3, 66, 6, 38, 71, 8, 33]
Costo asociado: 111.281      Capacidad: 97.0

Ruta #4: [1, 78, 24, 45, 27, 12, 65, 41, 54, 11, 17, 67]
Costo asociado: 146.75300000000001      Capacidad: 99.0

Ruta #5: [1, 58, 30, 77, 74, 32, 52]
Costo asociado: 128.008      Capacidad: 95.0

Ruta #6: [1, 9, 23, 72, 16, 13, 35, 46]
Costo asociado: 106.45      Capacidad: 94.0

Ruta #7: [1, 43, 26, 19, 61, 7, 63, 62]
Costo asociado: 172.046      Capacidad: 94.0

Ruta #8: [1, 47, 4, 55, 21, 56, 34, 14, 49]
Costo asociado: 251.038      Capacidad: 97.0

Ruta #9: [1, 69, 42, 15, 37, 5, 20, 29, 75, 51]
Costo asociado: 201.18      Capacidad: 98.0

Ruta #10: [1, 10, 40, 60, 36]
Costo asociado: 190.733      Capacidad: 72.0

--> Costo total: 1399.464          Capacidad total: 937.0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 2  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

La solución anterior duró 0min 1seg    -------> Nuevo optimo local. Costo: 1399.464
Lista tabu: [((47,4,35.777),9), ((23,72,0.0),9), ((47,72,14.318),8)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 14  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Ruta #1: [1, 18, 73, 59, 39, 70, 44, 68, 22, 25, 2]
Costo asociado: 31.493000000000002      Capacidad: 94.0

Ruta #2: [1, 53, 57, 48, 28, 64, 50, 31, 76]
Costo asociado: 90.612      Capacidad: 97.0

Ruta #3: [1, 3, 66, 6, 38, 71, 8, 33]
Costo asociado: 111.281      Capacidad: 97.0

Ruta #4: [1, 78, 24, 45, 27, 12, 65, 41, 54, 11, 17, 67]
Costo asociado: 146.75300000000001      Capacidad: 99.0

Ruta #5: [1, 58, 30, 77, 74, 32, 52]
Costo asociado: 128.008      Capacidad: 95.0

Ruta #6: [1, 9, 23, 72, 16, 13, 35, 46]
Costo asociado: 106.45      Capacidad: 94.0

Ruta #7: [1, 43, 26, 19, 61, 7, 63]
Costo asociado: 139.832      Capacidad: 92.0

Ruta #8: [1, 47, 4, 55, 21, 56, 34, 14, 49]
Costo asociado: 251.038      Capacidad: 97.0

Ruta #9: [1, 69, 42, 15, 37, 5, 20, 29, 75, 51, 62]
Costo asociado: 203.26399999999998      Capacidad: 100.0

Ruta #10: [1, 10, 40, 60, 36]
Costo asociado: 190.733      Capacidad: 72.0

